"","subj_id","list_id","item_id","A","Y"
"71",2,1,31,"A1",316.360379259473
"72",2,1,32,"A1",291.742746970286
"73",2,1,33,"A1",303.764524953818
"74",2,1,34,"A1",291.198283750848
"75",2,1,35,"A1",309.736272053164
"76",2,1,36,"A1",317.364994254418
"77",2,1,37,"A1",303.826321812142
"78",2,1,38,"A1",295.577595045953
"79",2,1,39,"A1",298.284975095169
"80",2,1,40,"A1",309.330043851911
"81",3,1,1,"A1",286.36571633139
"82",3,1,2,"A1",301.04087819549
"83",3,1,3,"A1",272.647034241068
"84",3,1,4,"A1",282.695388092097
"85",3,1,5,"A1",288.899210854938
"86",3,1,6,"A1",296.367137491668
"87",3,1,7,"A1",295.882499741542
"88",3,1,8,"A1",303.041325375507
"89",3,1,9,"A1",283.466814460645
"90",3,1,10,"A1",304.767571776422
"91",3,1,11,"A1",293.749817732037
"92",3,1,12,"A1",288.208735863702
"93",3,1,13,"A1",289.486927222026
"94",3,1,14,"A1",282.565552390409
"95",3,1,15,"A1",295.356527470198
"96",3,1,16,"A1",301.447876446308
"97",3,1,17,"A1",283.800883240095
"98",3,1,18,"A1",305.32024940919
"99",3,1,19,"A1",312.707400757369
"100",3,1,20,"A1",288.321856110303
"101",3,1,21,"A1",279.054257495841
"102",3,1,22,"A1",297.924740945681
"103",3,1,23,"A1",300.933358916147
"104",3,1,24,"A1",279.264922813104
"105",3,1,25,"A1",306.752265181682
"106",3,1,26,"A1",292.073155664931
"107",3,1,27,"A1",283.642429512339
"108",3,1,28,"A1",275.34120488337
"109",3,1,29,"A1",296.253986751012
"110",3,1,30,"A1",289.737678371236
"111",3,1,31,"A1",297.706593386974
"112",3,1,32,"A1",280.83908441644
"113",3,1,33,"A1",296.141285993475
"114",3,1,34,"A1",278.327753475994
"115",3,1,35,"A1",296.421299896202
"116",3,1,36,"A1",310.938042218722
"117",3,1,37,"A1",302.608147508654
"118",3,1,38,"A1",292.345894397981
"119",3,1,39,"A1",285.709556029647
"120",3,1,40,"A1",299.636752381777
"121",4,1,1,"A1",279.449924500456
"122",4,1,2,"A1",281.890995208324
"123",4,1,3,"A1",276.659322982876
"124",4,1,4,"A1",280.895681254227
"125",4,1,5,"A1",281.637208182639
"126",4,1,6,"A1",293.637897391398
"127",4,1,7,"A1",302.653593631482
"128",4,1,8,"A1",294.990261624158
"129",4,1,9,"A1",281.149559829111
"130",4,1,10,"A1",295.877131914204
"131",4,1,11,"A1",289.484070846309
"132",4,1,12,"A1",278.390444117173
"133",4,1,13,"A1",273.844944340364
"134",4,1,14,"A1",284.956707429143
"135",4,1,15,"A1",281.170662240863
"136",4,1,16,"A1",287.418039478611
"137",4,1,17,"A1",272.188400691877
"138",4,1,18,"A1",303.68167690032
"139",4,1,19,"A1",296.005906543942
"140",4,1,20,"A1",290.02195386597
"141",4,1,21,"A1",276.994073669503
"142",4,1,22,"A1",289.406881780287
"143",4,1,23,"A1",284.034775457109
"144",4,1,24,"A1",286.103024134997
"145",4,1,25,"A1",308.288011565758
"146",4,1,26,"A1",295.288993923005
"147",4,1,27,"A1",279.765575937864
"148",4,1,28,"A1",278.557385432971
"149",4,1,29,"A1",284.156107358375
"150",4,1,30,"A1",275.248649189802
"151",4,1,31,"A1",299.239159064116
"152",4,1,32,"A1",284.735175983713
"153",4,1,33,"A1",293.746195801667
"154",4,1,34,"A1",274.712406392344
"155",4,1,35,"A1",280.567180351903
"156",4,1,36,"A1",312.089834170368
"157",4,1,37,"A1",292.117176195729
"158",4,1,38,"A1",280.739904544973
"159",4,1,39,"A1",284.767315856538
"160",4,1,40,"A1",303.558301109869
"161",5,1,1,"A1",304.529959980058
"162",5,1,2,"A1",294.607138443117
"163",5,1,3,"A1",296.548877550739
"164",5,1,4,"A1",284.645089634147
"165",5,1,5,"A1",302.384383711497
"166",5,1,6,"A1",305.362862647008
"167",5,1,7,"A1",307.319473075425
"168",5,1,8,"A1",312.857459794947
"169",5,1,9,"A1",298.045692804906
"170",5,1,10,"A1",313.81287961998
"171",5,1,11,"A1",302.09317390151
"172",5,1,12,"A1",293.086226571314
"173",5,1,13,"A1",291.301040096909
"174",5,1,14,"A1",300.012901841609
"175",5,1,15,"A1",304.314649744301
"176",5,1,16,"A1",308.395036985442
"177",5,1,17,"A1",289.867781550749
"178",5,1,18,"A1",312.228643282665
"179",5,1,19,"A1",315.051426606559
"180",5,1,20,"A1",299.865445994989
"181",5,1,21,"A1",298.197921638207
"182",5,1,22,"A1",297.280512709123
"183",5,1,23,"A1",300.559728110108
"184",5,1,24,"A1",291.799246251174
"185",5,1,25,"A1",307.227660732842
"186",5,1,26,"A1",302.629718565596
"187",5,1,27,"A1",292.811084832921
"188",5,1,28,"A1",282.557598779622
"189",5,1,29,"A1",295.994057222896
"190",5,1,30,"A1",292.792910733063
"191",5,1,31,"A1",297.043211287914
"192",5,1,32,"A1",287.844171025938
"193",5,1,33,"A1",301.591492716493
"194",5,1,34,"A1",283.214365226367
"195",5,1,35,"A1",299.98176065361
"196",5,1,36,"A1",318.104155162817
"197",5,1,37,"A1",312.882156871107
"198",5,1,38,"A1",295.105127366934
"199",5,1,39,"A1",292.666711075735
"200",5,1,40,"A1",307.388976616801
"201",6,2,1,"A2",395.815569282309
"202",6,2,2,"A2",407.695679241379
"203",6,2,3,"A2",402.022099376759
"204",6,2,4,"A2",399.985444375594
"205",6,2,5,"A2",402.695486204214
"206",6,2,6,"A2",408.377674532833
"207",6,2,7,"A2",407.161625755833
"208",6,2,8,"A2",412.927011603691
"209",6,2,9,"A2",406.423222863425
"210",6,2,10,"A2",403.31332317118
"211",6,2,11,"A2",401.430117516099
"212",6,2,12,"A2",402.570903673927
"213",6,2,13,"A2",393.743797767138
"214",6,2,14,"A2",406.829509370801
"215",6,2,15,"A2",400.582643003311
"216",6,2,16,"A2",403.246002707296
"217",6,2,17,"A2",404.603001120333
"218",6,2,18,"A2",407.369090314513
"219",6,2,19,"A2",415.855346337432
"220",6,2,20,"A2",398.711392668668
"221",6,2,21,"A2",408.491661965813
"222",6,2,22,"A2",402.838261726081
"223",6,2,23,"A2",405.697979808936
"224",6,2,24,"A2",400.234636756908
"225",6,2,25,"A2",406.00427482924
"226",6,2,26,"A2",406.286039067452
"227",6,2,27,"A2",409.566960900752
"228",6,2,28,"A2",393.55802089104
"229",6,2,29,"A2",403.686298167829
"230",6,2,30,"A2",393.672160177452
"231",6,2,31,"A2",407.12048545579
"232",6,2,32,"A2",408.041653120308
"233",6,2,33,"A2",406.889738113305
"234",6,2,34,"A2",395.399560288689
"235",6,2,35,"A2",400.168358202752
"236",6,2,36,"A2",409.766029200533
"237",6,2,37,"A2",396.519395233867
"238",6,2,38,"A2",409.118092053079
"239",6,2,39,"A2",394.364941296797
"240",6,2,40,"A2",407.780758080371
"241",7,1,1,"A1",292.666749595911
"242",7,1,2,"A1",302.847559203343
"243",7,1,3,"A1",293.575273914054
"244",7,1,4,"A1",289.212042047167
"245",7,1,5,"A1",297.287258578459
"246",7,1,6,"A1",304.413157039714
"247",7,1,7,"A1",299.030095337515
"248",7,1,8,"A1",309.92833269484
"249",7,1,9,"A1",298.27621994448
"250",7,1,10,"A1",302.71967342988
"251",7,1,11,"A1",305.081580573029
"252",7,1,12,"A1",287.031230045466
"253",7,1,13,"A1",281.60998423587
"254",7,1,14,"A1",303.177054285502
"255",7,1,15,"A1",300.942700523382
"256",7,1,16,"A1",306.460173183967
"257",7,1,17,"A1",288.777139269793
"258",7,1,18,"A1",320.837360784056
"259",7,1,19,"A1",320.350341144934
"260",7,1,20,"A1",300.367763111142
"261",7,1,21,"A1",295.172185350608
"262",7,1,22,"A1",290.939732552445
"263",7,1,23,"A1",303.914486115732
"264",7,1,24,"A1",291.244448127525
"265",7,1,25,"A1",308.705610910067
"266",7,1,26,"A1",291.649031626024
"267",7,1,27,"A1",288.237416085025
"268",7,1,28,"A1",286.380714242874
"269",7,1,29,"A1",295.901692312134
"270",7,1,30,"A1",288.306396103195
"271",7,1,31,"A1",311.156036483066
"272",7,1,32,"A1",293.827773049559
"273",7,1,33,"A1",297.487097768844
"274",7,1,34,"A1",276.016232826439
"275",7,1,35,"A1",295.257853920908
"276",7,1,36,"A1",314.79979614522
"277",7,1,37,"A1",309.813845288724
"278",7,1,38,"A1",291.977604893294
"279",7,1,39,"A1",299.597742660187
"280",7,1,40,"A1",308.779171784371
"281",8,2,1,"A2",390.596365894287
"282",8,2,2,"A2",386.9783544246
"283",8,2,3,"A2",399.837182909149
"284",8,2,4,"A2",394.875334632983
"285",8,2,5,"A2",393.891497784873
"286",8,2,6,"A2",395.957952921005
"287",8,2,7,"A2",403.060194165694
"288",8,2,8,"A2",406.001210165338
"289",8,2,9,"A2",387.30217294637
"290",8,2,10,"A2",395.423237501552
"291",8,2,11,"A2",394.497473482681
"292",8,2,12,"A2",394.552744196889
"293",8,2,13,"A2",394.251608343769
"294",8,2,14,"A2",399.212177428297
"295",8,2,15,"A2",386.461062765826
"296",8,2,16,"A2",393.761784983937
"297",8,2,17,"A2",391.064989780526
"298",8,2,18,"A2",402.694060954652
"299",8,2,19,"A2",394.924102151235
"300",8,2,20,"A2",403.379824865997
"301",8,2,21,"A2",394.523849322985
"302",8,2,22,"A2",394.399667276965
"303",8,2,23,"A2",398.606924158194
"304",8,2,24,"A2",395.036278371525
"305",8,2,25,"A2",392.583021204019
"306",8,2,26,"A2",406.535568685233
"307",8,2,27,"A2",389.945026729107
"308",8,2,28,"A2",389.11820958943
"309",8,2,29,"A2",391.984143590933
"310",8,2,30,"A2",389.532464860608
"311",8,2,31,"A2",399.094953245324
"312",8,2,32,"A2",401.706263733795
"313",8,2,33,"A2",402.745290822077
"314",8,2,34,"A2",393.033304460665
"315",8,2,35,"A2",386.807518588995
"316",8,2,36,"A2",388.381561278017
"317",8,2,37,"A2",398.26945076258
"318",8,2,38,"A2",386.857775865608
"319",8,2,39,"A2",397.521920760862
"320",8,2,40,"A2",398.924341288841
"321",9,2,1,"A2",402.626362140048
"322",9,2,2,"A2",402.287944682478
"323",9,2,3,"A2",402.250431047735
"324",9,2,4,"A2",393.005755404469
"325",9,2,5,"A2",401.28034232636
"326",9,2,6,"A2",401.094733039729
"327",9,2,7,"A2",399.502018681099
"328",9,2,8,"A2",408.254575017113
"329",9,2,9,"A2",408.314175051883
"330",9,2,10,"A2",402.656063212787
"331",9,2,11,"A2",407.355509245314
"332",9,2,12,"A2",401.184517876963
"333",9,2,13,"A2",403.253464505622
"334",9,2,14,"A2",399.078515635994
"335",9,2,15,"A2",405.139724191391
"336",9,2,16,"A2",406.070483311138
"337",9,2,17,"A2",408.578065160946
"338",9,2,18,"A2",410.653854669044
"339",9,2,19,"A2",412.868403918009
"340",9,2,20,"A2",406.842414683545
"341",9,2,21,"A2",406.168858674368
"342",9,2,22,"A2",403.951744093375
"343",9,2,23,"A2",409.73238446669
"344",9,2,24,"A2",404.007099710094
"345",9,2,25,"A2",411.359792736361
"346",9,2,26,"A2",399.745435416579
"347",9,2,27,"A2",392.811191022714
"348",9,2,28,"A2",398.907284999644
"349",9,2,29,"A2",401.978683603044
"350",9,2,30,"A2",406.986238787661
"351",9,2,31,"A2",413.741188705984
"352",9,2,32,"A2",413.797666992905
"353",9,2,33,"A2",410.949461664689
"354",9,2,34,"A2",392.051199031094
"355",9,2,35,"A2",401.302074663812
"356",9,2,36,"A2",418.577709816524
"357",9,2,37,"A2",407.610839448928
"358",9,2,38,"A2",405.021116949338
"359",9,2,39,"A2",410.904019764225
"360",9,2,40,"A2",408.300161192246
"361",10,1,1,"A1",303.117793838553
"362",10,1,2,"A1",308.17765957343
"363",10,1,3,"A1",290.804669269738
"364",10,1,4,"A1",292.720614416353
"365",10,1,5,"A1",302.640089127583
"366",10,1,6,"A1",293.339726905894
"367",10,1,7,"A1",306.489872195539
"368",10,1,8,"A1",323.798115081704
"369",10,1,9,"A1",303.538717973387
"370",10,1,10,"A1",302.6998514234
"371",10,1,11,"A1",308.575745945322
"372",10,1,12,"A1",297.267445611365
"373",10,1,13,"A1",299.38765895637
"374",10,1,14,"A1",296.899637115042
"375",10,1,15,"A1",302.240827702905
"376",10,1,16,"A1",299.18846154797
"377",10,1,17,"A1",290.945044760556
"378",10,1,18,"A1",324.627304214334
"379",10,1,19,"A1",314.039176639435
"380",10,1,20,"A1",308.770818288219
"381",10,1,21,"A1",295.789400858554
"382",10,1,22,"A1",300.827666186002
"383",10,1,23,"A1",316.374666607572
"384",10,1,24,"A1",300.389602814303
"385",10,1,25,"A1",311.566959515791
"386",10,1,26,"A1",302.478363656943
"387",10,1,27,"A1",292.357014012265
"388",10,1,28,"A1",286.925720912332
"389",10,1,29,"A1",306.128915943169
"390",10,1,30,"A1",297.943895131967
"391",10,1,31,"A1",316.74379153618
"392",10,1,32,"A1",297.812541583065
"393",10,1,33,"A1",300.781650833047
"394",10,1,34,"A1",286.466714436956
"395",10,1,35,"A1",308.276812594264
"396",10,1,36,"A1",322.468914502972
"397",10,1,37,"A1",316.590145813182
"398",10,1,38,"A1",307.23981248586
"399",10,1,39,"A1",305.273796042979
"400",10,1,40,"A1",326.579132019363
"401",11,2,1,"A2",404.92544800674
"402",11,2,2,"A2",412.362319457549
"403",11,2,3,"A2",403.285626054527
"404",11,2,4,"A2",394.510042159123
"405",11,2,5,"A2",406.609845700195
"406",11,2,6,"A2",409.931506696439
"407",11,2,7,"A2",406.488328430356
"408",11,2,8,"A2",398.859696477153
"409",11,2,9,"A2",406.349084682013
"410",11,2,10,"A2",402.311114973066
"411",11,2,11,"A2",413.745188176382
"412",11,2,12,"A2",397.423868875961
"413",11,2,13,"A2",411.072413696513
"414",11,2,14,"A2",410.041797106232
"415",11,2,15,"A2",403.782612330303
"416",11,2,16,"A2",411.03646890316
"417",11,2,17,"A2",410.612051164681
"418",11,2,18,"A2",413.513816176221
"419",11,2,19,"A2",415.434644838862
"420",11,2,20,"A2",410.624906080475
"421",11,2,21,"A2",410.452411301819
"422",11,2,22,"A2",399.767784055671
"423",11,2,23,"A2",409.102574910372
"424",11,2,24,"A2",402.65830928909
"425",11,2,25,"A2",412.925655420674
"426",11,2,26,"A2",411.57574670217
"427",11,2,27,"A2",409.096673211218
"428",11,2,28,"A2",409.018555149616
"429",11,2,29,"A2",405.640125988656
"430",11,2,30,"A2",402.239806924308
"431",11,2,31,"A2",422.842764169986
"432",11,2,32,"A2",404.502479567664
"433",11,2,33,"A2",403.084387429802
"434",11,2,34,"A2",409.209509223076
"435",11,2,35,"A2",406.608411977755
"436",11,2,36,"A2",402.568931486349
"437",11,2,37,"A2",413.422594305702
"438",11,2,38,"A2",412.43550263075
"439",11,2,39,"A2",400.422107232891
"440",11,2,40,"A2",411.814789816172
"441",12,1,1,"A1",292.993309781686
"442",12,1,2,"A1",295.219658271671
"443",12,1,3,"A1",287.427975406104
"444",12,1,4,"A1",284.868458491896
"445",12,1,5,"A1",297.587514548248
"446",12,1,6,"A1",301.369962727321
"447",12,1,7,"A1",308.334675804985
"448",12,1,8,"A1",318.649072776175
"449",12,1,9,"A1",287.76074313739
"450",12,1,10,"A1",307.420214692754
"451",12,1,11,"A1",299.170356959896
"452",12,1,12,"A1",287.545499927252
"453",12,1,13,"A1",286.957825393784
"454",12,1,14,"A1",291.841945124241
"455",12,1,15,"A1",293.735309851501
"456",12,1,16,"A1",299.093682243107
"457",12,1,17,"A1",283.749560413835
"458",12,1,18,"A1",305.20921506341
"459",12,1,19,"A1",315.608673547606
"460",12,1,20,"A1",294.338190347679
"461",12,1,21,"A1",287.557587245463
"462",12,1,22,"A1",288.622671005228
"463",12,1,23,"A1",313.087296587766
"464",12,1,24,"A1",296.30036722039
"465",12,1,25,"A1",301.041474501862
"466",12,1,26,"A1",303.841892781582
"467",12,1,27,"A1",295.675298438852
"468",12,1,28,"A1",286.013357361233
"469",12,1,29,"A1",287.045984581764
"470",12,1,30,"A1",288.285368610586
"471",12,1,31,"A1",312.693148746495
"472",12,1,32,"A1",283.616970433656
"473",12,1,33,"A1",297.122509832728
"474",12,1,34,"A1",284.153509909014
"475",12,1,35,"A1",292.234733642765
"476",12,1,36,"A1",309.853796672477
"477",12,1,37,"A1",307.0271800625
"478",12,1,38,"A1",290.609259234432
"479",12,1,39,"A1",301.730345465445
"480",12,1,40,"A1",305.632494870638
"481",13,1,1,"A1",286.19524802723
"482",13,1,2,"A1",285.133216832348
"483",13,1,3,"A1",279.760336669136
"484",13,1,4,"A1",286.024031893306
"485",13,1,5,"A1",289.071155032532
"486",13,1,6,"A1",300.700641434495
"487",13,1,7,"A1",311.121616161914
"488",13,1,8,"A1",307.527177341786
"489",13,1,9,"A1",287.746388725849
"490",13,1,10,"A1",300.937796679811
"491",13,1,11,"A1",300.886863454182
"492",13,1,12,"A1",289.716156408334
"493",13,1,13,"A1",277.039532739668
"494",13,1,14,"A1",288.792904192473
"495",13,1,15,"A1",298.44458887259
"496",13,1,16,"A1",296.804560906463
"497",13,1,17,"A1",289.297426438396
"498",13,1,18,"A1",316.021165413614
"499",13,1,19,"A1",294.666146822329
"500",13,1,20,"A1",291.971576758971
"501",13,1,21,"A1",282.782977849318
"502",13,1,22,"A1",287.977826170688
"503",13,1,23,"A1",291.927591861056
"504",13,1,24,"A1",285.543608417241
"505",13,1,25,"A1",297.637655263309
"506",13,1,26,"A1",286.714590927987
"507",13,1,27,"A1",285.237667708231
"508",13,1,28,"A1",271.637425275691
"509",13,1,29,"A1",292.465614152127
"510",13,1,30,"A1",288.478902189432
"511",13,1,31,"A1",293.363076393472
"512",13,1,32,"A1",286.595347945431
"513",13,1,33,"A1",287.434447250602
"514",13,1,34,"A1",286.480678930324
"515",13,1,35,"A1",296.047802002223
"516",13,1,36,"A1",312.91556665971
"517",13,1,37,"A1",302.714979407869
"518",13,1,38,"A1",291.678164317601
"519",13,1,39,"A1",296.390139011383
"520",13,1,40,"A1",293.934201205846
"521",14,2,1,"A2",390.847498256257
"522",14,2,2,"A2",396.049708617844
"523",14,2,3,"A2",392.233319679716
"524",14,2,4,"A2",396.751496036821
"525",14,2,5,"A2",399.072424281715
"526",14,2,6,"A2",397.127544596791
"527",14,2,7,"A2",389.095391840113
"528",14,2,8,"A2",402.504670195679
"529",14,2,9,"A2",392.675970762468
"530",14,2,10,"A2",404.921053859545
"531",14,2,11,"A2",407.962206679997
"532",14,2,12,"A2",405.768566581037
"533",14,2,13,"A2",397.287122593962
"534",14,2,14,"A2",401.969419776189
"535",14,2,15,"A2",393.720953085443
"536",14,2,16,"A2",394.241849877733
"537",14,2,17,"A2",388.72764837612
"538",14,2,18,"A2",405.601132616026
"539",14,2,19,"A2",409.123970527617
"540",14,2,20,"A2",394.121018676458
"541",14,2,21,"A2",400.718665458058
"542",14,2,22,"A2",393.528415092576
"543",14,2,23,"A2",397.420128306438
"544",14,2,24,"A2",384.859279392144
"545",14,2,25,"A2",403.194452407778
"546",14,2,26,"A2",403.084300571352
"547",14,2,27,"A2",398.620298669649
"548",14,2,28,"A2",385.879735862238
"549",14,2,29,"A2",389.828059296584
"550",14,2,30,"A2",393.679491502472
"551",14,2,31,"A2",402.426634547075
"552",14,2,32,"A2",386.461175832846
"553",14,2,33,"A2",404.452808698551
"554",14,2,34,"A2",390.139304675221
"555",14,2,35,"A2",398.338981338517
"556",14,2,36,"A2",397.44533601798
"557",14,2,37,"A2",402.057059920533
"558",14,2,38,"A2",398.423139577987
"559",14,2,39,"A2",392.038187637866
"560",14,2,40,"A2",391.007856138521
"561",15,2,1,"A2",402.059632193147
"562",15,2,2,"A2",411.415362512732
"563",15,2,3,"A2",395.962027790352
"564",15,2,4,"A2",403.366146872461
"565",15,2,5,"A2",404.894697479032
"566",15,2,6,"A2",407.877478860277
"567",15,2,7,"A2",409.817555474453
"568",15,2,8,"A2",411.334604125836
"569",15,2,9,"A2",388.258804377425
"570",15,2,10,"A2",403.56279381337
"571",15,2,11,"A2",412.207240504986
"572",15,2,12,"A2",395.856488346375
"573",15,2,13,"A2",398.258940342794
"574",15,2,14,"A2",403.5697118398
"575",15,2,15,"A2",408.40092614319
"576",15,2,16,"A2",406.183508407744
"577",15,2,17,"A2",398.130412453457
"578",15,2,18,"A2",403.224052171824
"579",15,2,19,"A2",411.582063414409
"580",15,2,20,"A2",396.188756582346
"581",15,2,21,"A2",397.123322289536
"582",15,2,22,"A2",392.69859569093
"583",15,2,23,"A2",400.566965638279
"584",15,2,24,"A2",395.654308875652
"585",15,2,25,"A2",406.703589391441
"586",15,2,26,"A2",405.327515888698
"587",15,2,27,"A2",397.188722747502
"588",15,2,28,"A2",398.23794886535
"589",15,2,29,"A2",402.567845839847
"590",15,2,30,"A2",389.91490680021
"591",15,2,31,"A2",410.280868408688
"592",15,2,32,"A2",395.826079972015
"593",15,2,33,"A2",407.086226277871
"594",15,2,34,"A2",395.109410932276
"595",15,2,35,"A2",391.875411626701
"596",15,2,36,"A2",415.636759371431
"597",15,2,37,"A2",414.406148999051
"598",15,2,38,"A2",400.12010024384
"599",15,2,39,"A2",404.232189338092
"600",15,2,40,"A2",406.226958011375
"601",16,1,1,"A1",297.900616188578
"602",16,1,2,"A1",304.805382864582
"603",16,1,3,"A1",292.548593414841
"604",16,1,4,"A1",288.711167907307
"605",16,1,5,"A1",286.356689314297
"606",16,1,6,"A1",294.883763416879
"607",16,1,7,"A1",305.833047584335
"608",16,1,8,"A1",309.758989052238
"609",16,1,9,"A1",294.159102821562
"610",16,1,10,"A1",290.046888680398
"611",16,1,11,"A1",301.113208666974
"612",16,1,12,"A1",291.627579593274
"613",16,1,13,"A1",292.542281603688
"614",16,1,14,"A1",284.508364490824
"615",16,1,15,"A1",295.700138073558
"616",16,1,16,"A1",292.302892351153
"617",16,1,17,"A1",281.728546010921
"618",16,1,18,"A1",317.211410659567
"619",16,1,19,"A1",296.543642431193
"620",16,1,20,"A1",289.156272806817
"621",16,1,21,"A1",296.232788587362
"622",16,1,22,"A1",293.203447028712
"623",16,1,23,"A1",290.334928832696
"624",16,1,24,"A1",276.931285298407
"625",16,1,25,"A1",304.250503564315
"626",16,1,26,"A1",301.636733685191
"627",16,1,27,"A1",275.9425072239
"628",16,1,28,"A1",277.553145220476
"629",16,1,29,"A1",296.65445533993
"630",16,1,30,"A1",286.31084055377
"631",16,1,31,"A1",296.273526462488
"632",16,1,32,"A1",289.240130695805
"633",16,1,33,"A1",291.856399038962
"634",16,1,34,"A1",281.355748358601
"635",16,1,35,"A1",284.917398131775
"636",16,1,36,"A1",302.54410314958
"637",16,1,37,"A1",310.054824149814
"638",16,1,38,"A1",282.03816637447
"639",16,1,39,"A1",279.851822084418
"640",16,1,40,"A1",304.235204164254
"641",17,1,1,"A1",278.164362933995
"642",17,1,2,"A1",296.282205386572
"643",17,1,3,"A1",289.924866433452
"644",17,1,4,"A1",276.792766267347
"645",17,1,5,"A1",290.145101438384
"646",17,1,6,"A1",303.104365175653
"647",17,1,7,"A1",295.975150132826
"648",17,1,8,"A1",309.467750920145
"649",17,1,9,"A1",303.619818432658
"650",17,1,10,"A1",302.27856839935
"651",17,1,11,"A1",297.475433956963
"652",17,1,12,"A1",285.330288197389
"653",17,1,13,"A1",275.994265148695
"654",17,1,14,"A1",292.084110828865
"655",17,1,15,"A1",291.415850482231
"656",17,1,16,"A1",300.799258974168
"657",17,1,17,"A1",288.103168452923
"658",17,1,18,"A1",302.530498562191
"659",17,1,19,"A1",306.468203150839
"660",17,1,20,"A1",289.569502300579
"661",17,1,21,"A1",286.61425393987
"662",17,1,22,"A1",283.532991234062
"663",17,1,23,"A1",304.082391052999
"664",17,1,24,"A1",276.362346050631
"665",17,1,25,"A1",312.286936290796
"666",17,1,26,"A1",304.718654839994
"667",17,1,27,"A1",283.839981117175
"668",17,1,28,"A1",275.59182170886
"669",17,1,29,"A1",291.634585154693
"670",17,1,30,"A1",277.204289653871
"671",17,1,31,"A1",299.995337113864
"672",17,1,32,"A1",278.779467357574
"673",17,1,33,"A1",294.410760691918
"674",17,1,34,"A1",287.997431659745
"675",17,1,35,"A1",287.631842625357
"676",17,1,36,"A1",308.604530949138
"677",17,1,37,"A1",297.24000269038
"678",17,1,38,"A1",296.407987096344
"679",17,1,39,"A1",292.326904687423
"680",17,1,40,"A1",305.288973667327
"681",18,2,1,"A2",397.947829880928
"682",18,2,2,"A2",391.499629701326
"683",18,2,3,"A2",386.833281768045
"684",18,2,4,"A2",389.84470370225
"685",18,2,5,"A2",395.076797999903
"686",18,2,6,"A2",400.402007418813
"687",18,2,7,"A2",399.228387707299
"688",18,2,8,"A2",399.619602724653
"689",18,2,9,"A2",391.942168889641
"690",18,2,10,"A2",401.401236138577
"691",18,2,11,"A2",400.06408761994
"692",18,2,12,"A2",394.917111530862
"693",18,2,13,"A2",392.618042348142
"694",18,2,14,"A2",399.822124829772
"695",18,2,15,"A2",397.279974857762
"696",18,2,16,"A2",396.295434628289
"697",18,2,17,"A2",376.601233728439
