"","subj_id","list_id","item_id","A","B","Y"
"122",4,4,2,"A2","B2",226.884969531576
"123",4,4,3,"A2","B2",280.633921914654
"124",4,4,4,"A2","B2",218.654362360347
"125",4,4,5,"A2","B2",229.716719105782
"126",4,4,6,"A2","B2",205.732215208978
"127",4,4,7,"A2","B2",200.209587245091
"128",4,4,8,"A2","B2",268.714243989452
"129",4,4,9,"A2","B2",237.316121291031
"130",4,4,10,"A2","B2",241.129745593966
"131",4,4,11,"A1","B1",220.32944708199
"132",4,4,12,"A1","B1",272.220634476592
"133",4,4,13,"A1","B1",251.65883803457
"134",4,4,14,"A1","B1",211.829349488173
"135",4,4,15,"A1","B1",261.703828221139
"136",4,4,16,"A1","B1",228.001465759124
"137",4,4,17,"A1","B1",295.120128730188
"138",4,4,18,"A1","B1",251.979409534124
"139",4,4,19,"A1","B1",289.508513255646
"140",4,4,20,"A1","B1",254.454423617606
"141",4,4,21,"A1","B2",266.777165914321
"142",4,4,22,"A1","B2",262.70687435798
"143",4,4,23,"A1","B2",276.770596645378
"144",4,4,24,"A1","B2",267.51347264405
"145",4,4,25,"A1","B2",281.842368293994
"146",4,4,26,"A1","B2",237.065235731774
"147",4,4,27,"A1","B2",247.723014208967
"148",4,4,28,"A1","B2",278.286563947983
"149",4,4,29,"A1","B2",248.184382370274
"150",4,4,30,"A1","B2",266.067464812164
"151",4,4,31,"A2","B1",286.762728245406
"152",4,4,32,"A2","B1",242.938431217639
"153",4,4,33,"A2","B1",261.901813179758
"154",4,4,34,"A2","B1",226.476918882264
"155",4,4,35,"A2","B1",233.022151751071
"156",4,4,36,"A2","B1",291.599169331677
"157",4,4,37,"A2","B1",258.121167203037
"158",4,4,38,"A2","B1",253.37084420128
"159",4,4,39,"A2","B1",285.424159586648
"160",4,4,40,"A2","B1",205.237408774054
"161",5,3,1,"A2","B1",282.456894399321
"162",5,3,2,"A2","B1",238.561924219223
"163",5,3,3,"A2","B1",242.065804728413
"164",5,3,4,"A2","B1",231.291231971784
"165",5,3,5,"A2","B1",254.523828412155
"166",5,3,6,"A2","B1",183.565029141575
"167",5,3,7,"A2","B1",215.574380908791
"168",5,3,8,"A2","B1",283.754084079641
"169",5,3,9,"A2","B1",245.897297257038
"170",5,3,10,"A2","B1",254.633049055842
"171",5,3,11,"A2","B2",281.477334389226
"172",5,3,12,"A2","B2",283.26854712087
"173",5,3,13,"A2","B2",299.946992726432
"174",5,3,14,"A2","B2",269.364448186555
"175",5,3,15,"A2","B2",284.780233105626
"176",5,3,16,"A2","B2",230.46719897608
"177",5,3,17,"A2","B2",268.620500443031
"178",5,3,18,"A2","B2",286.717573645486
"179",5,3,19,"A2","B2",276.786965405364
"180",5,3,20,"A2","B2",299.486516322187
"181",5,3,21,"A1","B1",233.021402556888
"182",5,3,22,"A1","B1",263.548793916218
"183",5,3,23,"A1","B1",288.828264078859
"184",5,3,24,"A1","B1",246.69505242457
"185",5,3,25,"A1","B1",232.21495357768
"186",5,3,26,"A1","B1",245.937072573499
"187",5,3,27,"A1","B1",255.901831901279
"188",5,3,28,"A1","B1",251.284781283093
"189",5,3,29,"A1","B1",234.878540510454
"190",5,3,30,"A1","B1",247.722056313917
"191",5,3,31,"A1","B2",239.628317201261
"192",5,3,32,"A1","B2",231.615913821532
"193",5,3,33,"A1","B2",225.064189238794
"194",5,3,34,"A1","B2",237.254572187819
"195",5,3,35,"A1","B2",242.798626898353
"196",5,3,36,"A1","B2",252.586269940298
"197",5,3,37,"A1","B2",270.717657276598
"198",5,3,38,"A1","B2",253.237191261436
"199",5,3,39,"A1","B2",246.399329290262
"200",5,3,40,"A1","B2",270.300293855682
"201",6,3,1,"A2","B1",258.848972396183
"202",6,3,2,"A2","B1",242.431346194879
"203",6,3,3,"A2","B1",262.127999681429
"204",6,3,4,"A2","B1",196.546088293185
"205",6,3,5,"A2","B1",241.148587290241
"206",6,3,6,"A2","B1",232.603720495427
"207",6,3,7,"A2","B1",213.622420664078
"208",6,3,8,"A2","B1",207.138952921783
"209",6,3,9,"A2","B1",229.976583876483
"210",6,3,10,"A2","B1",247.113439966083
"211",6,3,11,"A2","B2",286.943891082429
"212",6,3,12,"A2","B2",243.159497116184
"213",6,3,13,"A2","B2",295.920365522109
"214",6,3,14,"A2","B2",284.981420979252
"215",6,3,15,"A2","B2",263.299005641142
"216",6,3,16,"A2","B2",254.003191873374
"217",6,3,17,"A2","B2",296.256086272532
"218",6,3,18,"A2","B2",258.374739704305
"219",6,3,19,"A2","B2",286.096857586912
"220",6,3,20,"A2","B2",280.344567091808
"221",6,3,21,"A1","B1",266.017439824238
"222",6,3,22,"A1","B1",236.792934655569
"223",6,3,23,"A1","B1",267.644663469033
"224",6,3,24,"A1","B1",223.627293765395
"225",6,3,25,"A1","B1",244.476209743465
"226",6,3,26,"A1","B1",267.038802096438
"227",6,3,27,"A1","B1",270.733489669027
"228",6,3,28,"A1","B1",278.953963184336
"229",6,3,29,"A1","B1",219.141706045307
"230",6,3,30,"A1","B1",230.67074783319
"231",6,3,31,"A1","B2",263.969370495574
"232",6,3,32,"A1","B2",221.751988720712
"233",6,3,33,"A1","B2",215.132500898467
"234",6,3,34,"A1","B2",275.834082306711
"235",6,3,35,"A1","B2",225.292114877555
"236",6,3,36,"A1","B2",211.608834384184
"237",6,3,37,"A1","B2",267.340568328698
"238",6,3,38,"A1","B2",251.594842686314
"239",6,3,39,"A1","B2",214.765403890938
"240",6,3,40,"A1","B2",224.703412393794
"241",7,1,1,"A1","B1",248.296962609869
"242",7,1,2,"A1","B1",228.771607101188
"243",7,1,3,"A1","B1",247.654550561784
"244",7,1,4,"A1","B1",208.95307578862
"245",7,1,5,"A1","B1",260.628405893733
"246",7,1,6,"A1","B1",244.13212679665
"247",7,1,7,"A1","B1",256.208053064375
"248",7,1,8,"A1","B1",276.041351799243
"249",7,1,9,"A1","B1",234.772866539911
"250",7,1,10,"A1","B1",263.383678156219
"251",7,1,11,"A1","B2",215.402861933944
"252",7,1,12,"A1","B2",236.735989838523
"253",7,1,13,"A1","B2",246.500128606543
"254",7,1,14,"A1","B2",204.255458024924
"255",7,1,15,"A1","B2",218.718908106005
"256",7,1,16,"A1","B2",207.871744689821
"257",7,1,17,"A1","B2",226.723687851327
"258",7,1,18,"A1","B2",203.08511342515
"259",7,1,19,"A1","B2",270.126192313393
"260",7,1,20,"A1","B2",239.130201636943
"261",7,1,21,"A2","B1",231.523467580097
"262",7,1,22,"A2","B1",271.259270682251
"263",7,1,23,"A2","B1",289.453328007961
"264",7,1,24,"A2","B1",229.569254577218
"265",7,1,25,"A2","B1",178.459142038596
"266",7,1,26,"A2","B1",264.058554347982
"267",7,1,27,"A2","B1",294.794535467776
"268",7,1,28,"A2","B1",260.842808581636
"269",7,1,29,"A2","B1",184.165473962976
"270",7,1,30,"A2","B1",240.186889111999
"271",7,1,31,"A2","B2",276.760759323642
"272",7,1,32,"A2","B2",208.726962324126
"273",7,1,33,"A2","B2",298.827780822599
"274",7,1,34,"A2","B2",261.195091002759
"275",7,1,35,"A2","B2",235.697503614827
"276",7,1,36,"A2","B2",254.557260060339
"277",7,1,37,"A2","B2",279.521020278251
"278",7,1,38,"A2","B2",244.9412991493
"279",7,1,39,"A2","B2",297.535428216139
"280",7,1,40,"A2","B2",223.061703034537
"281",8,3,1,"A2","B1",244.577863674558
"282",8,3,2,"A2","B1",179.938414390137
"283",8,3,3,"A2","B1",224.105513655696
"284",8,3,4,"A2","B1",228.063598385706
"285",8,3,5,"A2","B1",228.008747288377
"286",8,3,6,"A2","B1",227.972214826854
"287",8,3,7,"A2","B1",250.73357984261
"288",8,3,8,"A2","B1",248.08307321809
"289",8,3,9,"A2","B1",211.848084995375
"290",8,3,10,"A2","B1",268.126410544519
"291",8,3,11,"A2","B2",259.913054277245
"292",8,3,12,"A2","B2",262.170511560675
"293",8,3,13,"A2","B2",228.708832338583
"294",8,3,14,"A2","B2",246.384252445323
"295",8,3,15,"A2","B2",276.406450319731
"296",8,3,16,"A2","B2",226.879223658379
"297",8,3,17,"A2","B2",267.527469643968
"298",8,3,18,"A2","B2",262.045105897272
"299",8,3,19,"A2","B2",215.630128797201
"300",8,3,20,"A2","B2",247.051142680324
"301",8,3,21,"A1","B1",220.293097854269
"302",8,3,22,"A1","B1",251.351081721575
"303",8,3,23,"A1","B1",237.332504839377
"304",8,3,24,"A1","B1",227.733230455406
"305",8,3,25,"A1","B1",216.359400754758
"306",8,3,26,"A1","B1",223.865294058709
"307",8,3,27,"A1","B1",263.122301426293
"308",8,3,28,"A1","B1",230.824190398424
"309",8,3,29,"A1","B1",219.924355771046
"310",8,3,30,"A1","B1",246.994136926671
"311",8,3,31,"A1","B2",210.87326360229
"312",8,3,32,"A1","B2",244.077809902061
"313",8,3,33,"A1","B2",230.30839653771
"314",8,3,34,"A1","B2",287.774038959113
"315",8,3,35,"A1","B2",251.831909934766
"316",8,3,36,"A1","B2",270.686224732073
"317",8,3,37,"A1","B2",274.17282534919
"318",8,3,38,"A1","B2",250.977597048308
"319",8,3,39,"A1","B2",266.768578584759
"320",8,3,40,"A1","B2",210.15279268596
"321",9,1,1,"A1","B1",228.543417060394
"322",9,1,2,"A1","B1",238.524671810281
"323",9,1,3,"A1","B1",258.958365209236
"324",9,1,4,"A1","B1",225.661813658635
"325",9,1,5,"A1","B1",256.084059694895
"326",9,1,6,"A1","B1",239.823644010285
"327",9,1,7,"A1","B1",206.31862815711
"328",9,1,8,"A1","B1",246.476337101623
"329",9,1,9,"A1","B1",243.235596209809
"330",9,1,10,"A1","B1",265.963720864965
"331",9,1,11,"A1","B2",266.760234312819
"332",9,1,12,"A1","B2",291.463066629196
"333",9,1,13,"A1","B2",271.496470689443
"334",9,1,14,"A1","B2",243.272989795369
"335",9,1,15,"A1","B2",225.580618550706
"336",9,1,16,"A1","B2",208.435186667713
"337",9,1,17,"A1","B2",238.200871206844
"338",9,1,18,"A1","B2",247.345189684816
"339",9,1,19,"A1","B2",286.34960173845
"340",9,1,20,"A1","B2",246.585676439515
"341",9,1,21,"A2","B1",264.288762802825
"342",9,1,22,"A2","B1",269.577017354325
"343",9,1,23,"A2","B1",244.681080010769
"344",9,1,24,"A2","B1",164.903553057362
"345",9,1,25,"A2","B1",198.270539878507
"346",9,1,26,"A2","B1",256.624666969152
"347",9,1,27,"A2","B1",267.740680477386
"348",9,1,28,"A2","B1",218.054740259196
"349",9,1,29,"A2","B1",184.370856047134
"350",9,1,30,"A2","B1",231.715607470991
"351",9,1,31,"A2","B2",260.166618089133
"352",9,1,32,"A2","B2",200.351912123451
"353",9,1,33,"A2","B2",320.452752222176
"354",9,1,34,"A2","B2",257.512736573149
"355",9,1,35,"A2","B2",259.04956881408
"356",9,1,36,"A2","B2",253.485786633692
"357",9,1,37,"A2","B2",284.556211242521
"358",9,1,38,"A2","B2",266.691283285632
"359",9,1,39,"A2","B2",264.019643226262
"360",9,1,40,"A2","B2",192.458627369854
"361",10,2,1,"A1","B2",234.639056606411
"362",10,2,2,"A1","B2",263.992206342426
"363",10,2,3,"A1","B2",243.159616045397
"364",10,2,4,"A1","B2",228.98178975371
"365",10,2,5,"A1","B2",251.130138970572
"366",10,2,6,"A1","B2",248.275380893984
"367",10,2,7,"A1","B2",251.134942655024
"368",10,2,8,"A1","B2",245.469384187052
"369",10,2,9,"A1","B2",195.925566552246
"370",10,2,10,"A1","B2",219.762946532214
"371",10,2,11,"A2","B1",290.233641678039
"372",10,2,12,"A2","B1",270.546703159576
"373",10,2,13,"A2","B1",263.085560315875
"374",10,2,14,"A2","B1",267.631375538908
"375",10,2,15,"A2","B1",310.654957817965
"376",10,2,16,"A2","B1",259.666295335984
"377",10,2,17,"A2","B1",296.436257161279
"378",10,2,18,"A2","B1",255.764213326868
"379",10,2,19,"A2","B1",333.603389835486
"380",10,2,20,"A2","B1",235.845824246179
"381",10,2,21,"A2","B2",248.183348355743
"382",10,2,22,"A2","B2",263.411898816668
"383",10,2,23,"A2","B2",260.12027320665
"384",10,2,24,"A2","B2",256.492214176919
"385",10,2,25,"A2","B2",256.327690990641
"386",10,2,26,"A2","B2",281.930790225704
"387",10,2,27,"A2","B2",298.788895318848
"388",10,2,28,"A2","B2",300.752117750665
"389",10,2,29,"A2","B2",281.794975637582
"390",10,2,30,"A2","B2",244.122795080998
"391",10,2,31,"A1","B1",283.072634545864
"392",10,2,32,"A1","B1",210.677494183018
"393",10,2,33,"A1","B1",256.102438210061
"394",10,2,34,"A1","B1",263.765903195215
"395",10,2,35,"A1","B1",221.704296918041
"396",10,2,36,"A1","B1",297.873428929449
"397",10,2,37,"A1","B1",314.98505234138
"398",10,2,38,"A1","B1",249.927172734546
"399",10,2,39,"A1","B1",265.838604783537
"400",10,2,40,"A1","B1",252.805947876837
"401",11,2,1,"A1","B2",259.350971374135
"402",11,2,2,"A1","B2",260.976165482326
"403",11,2,3,"A1","B2",262.895107714706
"404",11,2,4,"A1","B2",229.202854617229
"405",11,2,5,"A1","B2",224.211581099782
"406",11,2,6,"A1","B2",220.500732132893
"407",11,2,7,"A1","B2",248.651634030274
"408",11,2,8,"A1","B2",241.311592036389
"409",11,2,9,"A1","B2",250.434730596741
"410",11,2,10,"A1","B2",189.237445903075
"411",11,2,11,"A2","B1",254.463271884254
"412",11,2,12,"A2","B1",286.627925371009
"413",11,2,13,"A2","B1",277.107577578344
"414",11,2,14,"A2","B1",221.728895547574
"415",11,2,15,"A2","B1",284.095192076543
"416",11,2,16,"A2","B1",219.014740871245
"417",11,2,17,"A2","B1",269.636904396009
"418",11,2,18,"A2","B1",283.617436021588
"419",11,2,19,"A2","B1",267.835467081461
"420",11,2,20,"A2","B1",227.212490047704
"421",11,2,21,"A2","B2",275.037860265409
"422",11,2,22,"A2","B2",301.468538439412
"423",11,2,23,"A2","B2",235.17144232917
"424",11,2,24,"A2","B2",236.984901250042
"425",11,2,25,"A2","B2",253.539558771948
"426",11,2,26,"A2","B2",292.331249922882
"427",11,2,27,"A2","B2",281.867995217393
"428",11,2,28,"A2","B2",291.035688034632
"429",11,2,29,"A2","B2",289.019111836803
"430",11,2,30,"A2","B2",276.700012253394
"431",11,2,31,"A1","B1",237.477115024722
"432",11,2,32,"A1","B1",226.437392772919
"433",11,2,33,"A1","B1",227.773369471202
"434",11,2,34,"A1","B1",261.190301389136
"435",11,2,35,"A1","B1",215.523197315968
"436",11,2,36,"A1","B1",232.59658213978
"437",11,2,37,"A1","B1",298.427499387004
"438",11,2,38,"A1","B1",213.447176889155
"439",11,2,39,"A1","B1",203.961248900793
"440",11,2,40,"A1","B1",247.167217636663
"441",12,3,1,"A2","B1",245.887831946345
"442",12,3,2,"A2","B1",246.240735958353
"443",12,3,3,"A2","B1",287.071927247902
"444",12,3,4,"A2","B1",225.30599264179
"445",12,3,5,"A2","B1",260.171078634596
"446",12,3,6,"A2","B1",264.64059037182
"447",12,3,7,"A2","B1",227.931900738998
"448",12,3,8,"A2","B1",283.182031802173
"449",12,3,9,"A2","B1",294.159508300174
"450",12,3,10,"A2","B1",301.192898267071
"451",12,3,11,"A2","B2",284.11605907167
"452",12,3,12,"A2","B2",283.071562113256
"453",12,3,13,"A2","B2",260.929743475556
"454",12,3,14,"A2","B2",293.299612056056
"455",12,3,15,"A2","B2",288.351949048862
"456",12,3,16,"A2","B2",276.178413553151
"457",12,3,17,"A2","B2",299.243516331099
"458",12,3,18,"A2","B2",252.093904719135
"459",12,3,19,"A2","B2",291.385102276623
"460",12,3,20,"A2","B2",274.674418144451
"461",12,3,21,"A1","B1",241.231706628504
"462",12,3,22,"A1","B1",244.2455051333
"463",12,3,23,"A1","B1",286.475958130313
"464",12,3,24,"A1","B1",204.577935785013
"465",12,3,25,"A1","B1",273.955581510283
"466",12,3,26,"A1","B1",292.829393001349
"467",12,3,27,"A1","B1",266.342201713523
"468",12,3,28,"A1","B1",252.180001128853
"469",12,3,29,"A1","B1",225.064415241788
"470",12,3,30,"A1","B1",216.745377708264
"471",12,3,31,"A1","B2",230.346685388999
"472",12,3,32,"A1","B2",214.592686828553
"473",12,3,33,"A1","B2",250.947665211729
"474",12,3,34,"A1","B2",289.913201472225
"475",12,3,35,"A1","B2",220.313377602269
"476",12,3,36,"A1","B2",253.077515481749
"477",12,3,37,"A1","B2",252.620019983943
"478",12,3,38,"A1","B2",264.004473821173
"479",12,3,39,"A1","B2",249.999561793423
"480",12,3,40,"A1","B2",245.628778262449
"481",13,4,1,"A2","B2",264.522024154923
"482",13,4,2,"A2","B2",224.530273115223
"483",13,4,3,"A2","B2",262.594094323258
"484",13,4,4,"A2","B2",242.145184992814
"485",13,4,5,"A2","B2",242.897841102528
"486",13,4,6,"A2","B2",237.587134689813
"487",13,4,7,"A2","B2",233.484638467701
"488",13,4,8,"A2","B2",273.656301001418
"489",13,4,9,"A2","B2",216.040693872493
"490",13,4,10,"A2","B2",271.079944693823
"491",13,4,11,"A1","B1",217.028634686881
"492",13,4,12,"A1","B1",272.389770008918
"493",13,4,13,"A1","B1",237.026644213241
"494",13,4,14,"A1","B1",235.755805183813
"495",13,4,15,"A1","B1",256.477197341406
"496",13,4,16,"A1","B1",216.28470807976
"497",13,4,17,"A1","B1",208.171065833448
"498",13,4,18,"A1","B1",228.353042712304
"499",13,4,19,"A1","B1",275.459184289888
"500",13,4,20,"A1","B1",239.119426366008
"501",13,4,21,"A1","B2",259.586084221782
"502",13,4,22,"A1","B2",276.63676285381
"503",13,4,23,"A1","B2",243.688755097636
"504",13,4,24,"A1","B2",260.412419709841
"505",13,4,25,"A1","B2",265.532307971273
"506",13,4,26,"A1","B2",253.63715382405
"507",13,4,27,"A1","B2",264.113362483519
"508",13,4,28,"A1","B2",254.62878645465
"509",13,4,29,"A1","B2",259.359979769315
"510",13,4,30,"A1","B2",212.920282109574
"511",13,4,31,"A2","B1",289.162108167468
"512",13,4,32,"A2","B1",217.907421440317
"513",13,4,33,"A2","B1",244.645504475044
"514",13,4,34,"A2","B1",264.014878969484
"515",13,4,35,"A2","B1",267.136387408735
"516",13,4,36,"A2","B1",268.538167926502
"517",13,4,37,"A2","B1",271.615968835753
"518",13,4,38,"A2","B1",246.252240502388
"519",13,4,39,"A2","B1",282.539406183932
"520",13,4,40,"A2","B1",231.162526542063
"521",14,2,1,"A1","B2",265.624619074488
"522",14,2,2,"A1","B2",200.247979530296
"523",14,2,3,"A1","B2",227.541855956969
"524",14,2,4,"A1","B2",284.488603876298
"525",14,2,5,"A1","B2",244.09288319608
"526",14,2,6,"A1","B2",268.934323292539
"527",14,2,7,"A1","B2",265.484420250557
"528",14,2,8,"A1","B2",238.857255685192
"529",14,2,9,"A1","B2",220.473857089108
"530",14,2,10,"A1","B2",232.16906134239
"531",14,2,11,"A2","B1",241.506459334004
"532",14,2,12,"A2","B1",283.201556451908
"533",14,2,13,"A2","B1",267.375853411339
"534",14,2,14,"A2","B1",265.334654896099
"535",14,2,15,"A2","B1",288.752150404011
"536",14,2,16,"A2","B1",255.160366141894
"537",14,2,17,"A2","B1",263.276215286002
"538",14,2,18,"A2","B1",224.357303435079
"539",14,2,19,"A2","B1",264.745055574352
"540",14,2,20,"A2","B1",232.798176590928
"541",14,2,21,"A2","B2",236.796506704783
"542",14,2,22,"A2","B2",284.813518567392
"543",14,2,23,"A2","B2",286.045798775576
"544",14,2,24,"A2","B2",273.058345143201
"545",14,2,25,"A2","B2",231.917082536302
"546",14,2,26,"A2","B2",253.866925424701
"547",14,2,27,"A2","B2",301.446900956645
"548",14,2,28,"A2","B2",282.878374260468
"549",14,2,29,"A2","B2",301.767595293999
"550",14,2,30,"A2","B2",290.861779864674
"551",14,2,31,"A1","B1",283.584551925489
"552",14,2,32,"A1","B1",206.751836842947
"553",14,2,33,"A1","B1",225.188727189448
"554",14,2,34,"A1","B1",275.371989411149
"555",14,2,35,"A1","B1",276.592820122147
"556",14,2,36,"A1","B1",281.002272779867
"557",14,2,37,"A1","B1",276.974050169112
"558",14,2,38,"A1","B1",245.4792498717
"559",14,2,39,"A1","B1",275.149033318358
"560",14,2,40,"A1","B1",228.385163993855
"561",15,1,1,"A1","B1",284.484576246596
"562",15,1,2,"A1","B1",291.027820697806
"563",15,1,3,"A1","B1",287.649907329344
"564",15,1,4,"A1","B1",210.763599361493
"565",15,1,5,"A1","B1",268.83381191006
"566",15,1,6,"A1","B1",253.749057903659
"567",15,1,7,"A1","B1",269.874117802268
"568",15,1,8,"A1","B1",255.181220663147
"569",15,1,9,"A1","B1",301.786502637593
"570",15,1,10,"A1","B1",273.904352246067
"571",15,1,11,"A1","B2",268.475149080651
"572",15,1,12,"A1","B2",231.03860666682
"573",15,1,13,"A1","B2",271.748935055502
"574",15,1,14,"A1","B2",236.374591173335
"575",15,1,15,"A1","B2",216.237926894199
"576",15,1,16,"A1","B2",225.129703709939
"577",15,1,17,"A1","B2",249.432436475367
"578",15,1,18,"A1","B2",240.301157890755
"579",15,1,19,"A1","B2",254.839958461286
"580",15,1,20,"A1","B2",253.488428408345
"581",15,1,21,"A2","B1",322.996232302563
"582",15,1,22,"A2","B1",306.775566688418
"583",15,1,23,"A2","B1",273.017191684052
"584",15,1,24,"A2","B1",197.835277385194
"585",15,1,25,"A2","B1",219.535023334317
"586",15,1,26,"A2","B1",284.214264259502
"587",15,1,27,"A2","B1",317.564329330516
"588",15,1,28,"A2","B1",257.126011019648
"589",15,1,29,"A2","B1",242.968523691286
"590",15,1,30,"A2","B1",285.280862155027
"591",15,1,31,"A2","B2",286.12612439872
"592",15,1,32,"A2","B2",253.151298157191
"593",15,1,33,"A2","B2",339.202973135118
"594",15,1,34,"A2","B2",283.161479498595
"595",15,1,35,"A2","B2",275.157743684149
"596",15,1,36,"A2","B2",273.957667978107
"597",15,1,37,"A2","B2",293.217674600991
"598",15,1,38,"A2","B2",267.293750433689
"599",15,1,39,"A2","B2",277.324147300334
"600",15,1,40,"A2","B2",234.927180347517
"601",16,1,1,"A1","B1",231.423556537641
"602",16,1,2,"A1","B1",235.889952516085
"603",16,1,3,"A1","B1",294.229335677157
"604",16,1,4,"A1","B1",204.152879343282
"605",16,1,5,"A1","B1",229.014889128556
"606",16,1,6,"A1","B1",261.01815077078
